,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
242,buka busuk kubu anies mena deh an berkah prabowo beru cuci ta an,1,0,0,1,0,0,0,0,1,0,1,0
243,wkwk bodoh ba,0,1,0,0,0,0,0,0,0,0,0,0
244,kakak bego bro mema b ego,1,1,1,0,0,0,0,0,1,1,0,0
245,menteri lingkung hidup hutan upa perata ekonomi tora kawa hutan hutan sosial tribun medan,0,0,0,0,0,0,0,0,0,0,0,0
246,mahfud md pal allah subhanahu wa taala bera ba ajak bua islam,1,1,0,1,1,0,0,0,0,0,0,1
247,2 bego ban minum makan kotor onta otak somplak,1,1,1,0,0,0,0,0,1,1,0,0
248,kuak semu mema strategi k anye tim mena an anies,1,0,1,0,0,0,0,0,1,1,0,0
249,warga badui sele i peri hati tradisi seba pendopo perintah kabupaten lebak be emu deh an gubernur banten wahidin halim btu 21 4 seba badui 2018,0,0,0,0,0,0,0,0,0,0,0,0
250,lembaga lembaga anti korupsi bubar sentuh kekua an gilir komisi berantas korupsi partai demokrasi indonesia juang ai politik pe ua pulang otot i in bubar komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,1,0
251,mas sudut agama t entu baha rocky cerdik bi susun kalimat inti kakak tau p e ian fiksi sbenarn ayo mas i,0,0,0,0,0,0,0,0,0,0,0,0
252,duku calon presiden gagal pindah on sibuk urus ase bawa kabur ua rupiah 35 t dar ase bi kabur bawa ua ban k duku pribumi anjing mustahil ase bi pribumi han diam sogok mental kacu emak,1,1,0,1,0,1,0,0,0,0,1,0
253,rabun budek tulis omo,1,1,1,0,0,0,1,0,0,1,0,0
254,bismillah tahan sepo kutuk,0,1,0,0,0,0,0,0,0,0,0,0
255,brahahahaaa cebo ahok cebo cebok,1,1,1,0,0,0,0,0,1,1,0,0
256,pembaruan status bikin tugas tugas selesai jancuk jembut,0,1,0,0,0,0,0,0,0,0,0,0
257,muslim jabat negara be indak ba negara,0,0,0,0,0,0,0,0,0,0,0,0
258,12 ikan sembuh kitn selamat bagus laik jual dipi h seleksi ikan cacat permanen pelihara sehat ikan ncc,0,0,0,0,0,0,0,0,0,0,0,0
259,a in pribumi lihat kecuali cina komunis misionaris abai twit usir cina indonesia,1,0,0,1,0,1,0,0,0,0,0,1
260,presiden tuduh rezim anti islam ban k negeri bn k umat,1,0,1,0,0,0,0,0,1,1,0,0
261,manusia ba,1,1,1,0,0,0,0,0,1,1,0,0
262,i at an sih e cina me enalkan wi ta haram indonesia haha,1,0,0,1,0,1,0,0,0,0,1,0
263,nan prabowo partai adil sejahtera bib asyik gap antek prabowo antek partai adil sejahtera hidup ti dramatis,1,0,1,0,0,0,0,0,1,1,0,0
264,habatan lovren bukti beda suku agama ras hala an bina hubu an umat manusia beda warna jalin pe emanan terima kakak lovren favorit best friend forever bro,0,0,0,0,0,0,0,0,0,0,0,0
265,lae turun turun ideologi partai komunis indonesia lekat jiwa,0,0,0,0,0,0,0,0,0,0,0,0
266,kesal eroko mbil motor kada e tutup macet,0,0,0,0,0,0,0,0,0,0,0,0
267,maaf kunyuk bro enak banget ra sebar hoaks maaf sebar hoaks maaf mesti biar jera nih,1,1,1,0,0,0,0,0,1,1,0,0
268,halo warga jaka a wakil kepala dinas tanam modal layan padu pintu provinsi daerah khusus kota jaka a denny wahyu har nto wakil wakil gubernur provinsi daerah khusus kota jaka a buka acara 2018 junior chamber international jci indonesia nasional event setiamela nijaka a,0,0,0,0,0,0,0,0,0,0,0,0
269,2 kuat jari an gubernur tekan perlun me ua i state of the a knowledge a baha rantau indonesia,0,0,0,0,0,0,0,0,0,0,0,0
270,panda an tuan guru bajang hadap agama politik,0,0,0,0,0,0,0,0,0,0,0,0
271,sedia bre sek,1,1,0,1,0,0,0,0,1,0,1,0
272,susilo bamba yudhoyono presiden ri 6 khofifah emil deh an mas at no 1 bi bagus,0,0,0,0,0,0,0,0,0,0,0,0
273,du ganti presiden tau mikiiiir,1,1,1,0,0,0,0,0,1,1,0,0
274,bokep cewek bispak bandu entot crot unduh full,0,1,0,0,0,0,0,0,0,0,0,0
275,k ret complain raga dita gepi fuck,1,1,0,1,0,0,0,0,1,0,1,0
276,kakak jablay grand theft auto maun jemput pakai mobil,1,1,1,0,0,0,0,1,0,1,0,0
277,lihat memek tante,0,1,0,0,0,0,0,0,0,0,0,0
278,kerjan musuh dakwah islam bubar hati t hak le serkan jokowi kodok tuka citra,1,0,1,0,1,0,0,0,0,0,0,1
279,ha katan li melulu kapi buktin goblok sih,1,1,1,0,0,0,0,0,1,1,0,0
280,x9ctidak seora khalifah rasyidin x9ckami pera i kafir ber x9ckalau munafik x9ctidak munafik,0,0,0,0,0,0,0,0,0,0,0,0
281,do nete uji nasional maklum,0,1,0,0,0,0,0,0,0,0,0,0
282,nek lihat match chelsea mena mudah manchester united iya embuh chelsea kacrut ki prediksi,1,1,0,1,0,0,0,0,1,0,1,0
283,kali tentara nasional indonesia suruh urus sih ah plastik,0,0,0,0,0,0,0,0,0,0,0,0
284,khawatir manuver politik bijak laku rezim semoga negara republik indonesia cinta amin,0,0,0,0,0,0,0,0,0,0,0,0
285,madi ar lapor rocky geru polisi serius kitab suci fiksi rocky pern taan mera hina tunggu bia pe anut agama a me a gap kitab suci,0,0,0,0,0,0,0,0,0,0,0,0
286,baji an te ik mema,0,1,0,0,0,0,0,0,0,0,0,0
287,pakai buruh cina t bn k p a guran r rejim kodok,1,1,1,0,0,1,0,0,0,1,0,0
288,,1,1,0,1,0,0,0,0,1,0,1,0
289,rupiah haneul cute rln perek on retweet,0,1,0,0,0,0,0,0,0,0,0,0
290,anti asi ase wkwk,0,0,0,0,0,0,0,0,0,0,0,0
291,suriah sekolah radikal it bom pulang indonesia aman,0,0,0,0,0,0,0,0,0,0,0,0
292,kada hidup emak kakak k tai kada be beres tain ta an iya,0,1,0,0,0,0,0,0,0,0,0,0
293,ih banci selotipan,1,1,1,0,0,0,0,1,0,1,0,0
294,haha kalah nih iya orang jahat ti kalah,1,0,1,0,0,0,0,0,1,1,0,0
295,gubernur zaman now gus ipul puti 2 ganjar sin1 djarot ar2 nanton2 koster ace 1 nurdin sudirman 3 karoli idot2 keanekaragaman buda suku agama sesi guhn keka an djarot hadap pese a ercabsu,0,0,0,0,0,0,0,0,0,0,0,0
296,cinta orde ti me idola prabowo hary tanoe,1,0,1,0,0,0,0,0,1,1,0,0
297,nanta buka dada eh setan emak habis kamus elawan kenegarawanan joko widodo presiden ri 7 stresssssss nih hati hati kena strok sera an jantu t indonesia kehila an badut badut politik merdeka,1,1,0,1,0,0,1,0,0,0,1,0
298,belah duren aaa du cebo maaf,1,1,1,0,0,0,0,0,1,1,0,0
299,2 hudi nasrani al kitab taurat injil me enal muhammad,0,0,0,0,0,0,0,0,0,0,0,0
300,bubar hati front bela islam,1,0,0,1,1,0,0,0,0,0,0,1
301,ahok mema verbaln keras pel lari kelelakiann lunak,1,0,1,0,0,0,0,1,0,1,0,0
302,teman teman kantor pela juragan cadar su awas bom han me hela nafas,0,0,0,0,0,0,0,0,0,0,0,0
303,pantat nih p tusuk tusuk x89open bo wa 08157686707 gaybrondo mas geboy gayjaka a gay yogyakarta gayta ger,0,1,0,0,0,0,0,0,0,0,0,0
304,ancam bunuh presiden republik indonesia mas mesti lapor tegak hukum bi be indak ancam bunuh kepala negaran,0,0,0,0,0,0,0,0,0,0,0,0
305,kakak k nyosor nete,0,1,0,0,0,0,0,0,0,0,0,0
306,ngewe,0,1,0,0,0,0,0,0,0,0,0,0
307,jebur cebur,0,1,0,0,0,0,0,0,0,0,0,0
308,partai adil sejahtera ulang balai kota rr omo pres balai kota ganti aman balai politik,0,0,0,0,0,0,0,0,0,0,0,0
309,rencana seret pe adil ham pbb,1,0,1,0,0,0,0,0,1,1,0,0
310,bijak pe embalian bara konsumen laku bara ru k cacat produksi konsumen mera kura puas produk terhitu 7 ta gal beli haus mini kuiz hazid kunyuk,0,0,0,0,0,0,0,0,0,0,0,0
311,ki h hidup muhammad le kap unduh,0,0,0,0,0,0,0,0,0,0,0,0
312,jajah bumi indonesia hapus jajah ekonomi buda hasil bumi cina basmi negara republik indonesia usir,1,0,0,1,0,1,0,0,0,0,0,1
313,we pipis onta cecer mari bau pesi,0,1,0,0,0,0,0,0,0,0,0,0
314,mu kin teriak pali lanta pm h pro ase tawar bantu asi bikin posko intin omporin keluarga korban pm h 15 harusn 3,0,0,0,0,0,0,0,0,0,0,0,0
315,mari jua sih ai jokowi lantik 2019 nja an gentar nja an takut mata bena leher uju tombak perut surut kah bisu suara,0,0,0,0,0,0,0,0,0,0,0,0
316,kakak monyet,0,1,0,0,0,0,0,0,0,0,0,0
317,survei metro televisi jokowi mena presiden 45 bi alahin 46 an2 judul maksudn jokowi mena is sumber zie bajrie,1,0,1,0,0,0,0,0,1,1,0,0
318,,0,0,0,0,0,0,0,0,0,0,0,0
319,cuba tegak anime nih kakak ai jozu no takagi ra nak feeli feeli cinta monyet zaman sekolah mema throwback habis 9 10,0,0,0,0,0,0,0,0,0,0,0,0
320,serun pesta buda derau kuta kakak anegara,0,0,0,0,0,0,0,0,0,0,0,0
321,contactn retweet kara nban k ba et kenal tante jilboobs e nini aman tante dea o,0,1,0,0,0,0,0,0,0,0,0,0
322,debat publik bukti pintar sebalikn rua akademik pamer pali indah kuat lemah han dirin egosentris aman kuat tahan l,0,0,0,0,0,0,0,0,0,0,0,0
323,duduk istana negara le serkan jokowi lam2tahun,1,0,1,0,0,0,0,0,1,0,0,1
324,hebatn sibuk citra baca nih,1,0,1,0,0,0,0,0,1,1,0,0
325,mu kin muslim at me hina iblis betina nista sih riat,1,1,1,0,1,0,0,0,0,1,0,0
326,baby kafir buddha teroris nmar,1,1,0,1,1,1,0,0,0,0,1,0
327,indonesia merdeka indonesia jajah cina takbir allahu akbar,1,0,0,1,0,1,0,0,0,0,1,0
328,mema pe politik hanta yudha lon no 2 jate jate gaya 2019 jokowi,0,0,0,0,0,0,0,0,0,0,0,0
329,jo os nista agama ahok sok sok o ra majikan tebar ra astagfirullah tobat,1,1,1,0,0,0,0,0,1,1,0,0
330,follow beli katolik akun prof wawa berba terima kakak,0,0,0,0,0,0,0,0,0,0,0,0
331,sih bejat cabul pe ecut sih onta iya,1,1,1,0,0,0,0,1,0,1,0,0
332,wibisono citra jokowi sebar up media mas pro asi hina terke jokowi hasil,1,0,1,0,0,0,0,0,1,1,0,0
333,adi kakak beruk supir tembak metromini masuk dewan wakil rakyat natural killer an,1,1,1,0,0,0,0,0,1,1,0,0
334,km mainstream me kakak ikan pintar pintar relatif tergantu bawa pe e iann surat pemberitahuan pintar me undeeestimate orang gue pintar komen rejim now pintar k in janji janji doa sok maki,1,0,1,0,0,0,0,0,1,1,0,0
335,emak gue do o,0,1,0,0,0,0,0,0,0,0,0,0
336,ih k main sih ah,0,0,0,0,0,0,0,0,0,0,0,0
337,gue pukau 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
338,aspirasi lina sumeda calon gubernur jabar berantas rebut laki orang mere hkan hidup warga deh,0,0,0,0,0,0,0,0,0,0,0,0
339,alah chat urus lihat mesum a gotadpr mi kem ta sel kuh tujuh pura pura budek bo 200 nya e otakn,1,1,0,1,0,0,1,1,0,0,1,0
340,takut cina i dap bimba paham bawa,0,0,0,0,0,0,0,0,0,0,0,0
341,cermin pecah at dirin kaca,0,0,0,0,0,0,0,0,0,0,0,0
342,lansu tag ain a berani bera i banci,1,1,1,0,0,0,0,1,0,1,0,0
343,awwww comel asi warna,0,0,0,0,0,0,0,0,0,0,0,0
344,islam manusia idealis realistis hidup lupa ajak kerja keras ajak istirahat,0,0,0,0,0,0,0,0,0,0,0,0
345,kristus anji anjing ji ut keparat picek tai pejuh siwuk kota siwuk idiot keparat picek tai pejuh siwuk kota siwuk idiot keparat picek tai pejuh siwuk kota siwuk idiot keparat picek tai pejuh siwuk kota siwuk idiot keparat picek tai pejuh siwuk k,1,1,0,1,1,0,1,1,0,0,1,0
346,agama katolik katolik nu ntara agama kristen protestan kristen protestan nu ntara agama hindu hindu nu ntara agama buddha buddha nu ntara,0,0,0,0,0,0,0,0,0,0,0,0
347,3 bas teknologi digital presiden sistem jalan su bi ramah pe ratas,0,0,0,0,0,0,0,0,0,0,0,0
348,ah pera anmu me hibur cebo bahagia presiden cebo tol cebo germo,1,1,1,0,0,0,0,0,1,1,0,0
349,re h presiden hidup penuh drama citra main film televisi joko juduln,1,0,1,0,0,0,0,0,1,1,0,0
350,agama kristen olo an darah b na l fernando valley,0,0,0,0,0,0,0,0,0,0,0,0
351,buddha bunuh muslim nmar,1,0,0,1,1,0,0,0,0,0,1,0
352,yahudi ba jerman na ibadah,1,1,0,1,1,1,0,0,0,0,1,0
353,papamintaketuaf sih t set novanto dewan wakil rakyat pecat ketua dewan wakil rakyat pecat dewan wakil rakyat,1,0,1,0,0,0,0,0,1,1,0,0
354,cina,0,0,0,0,0,0,0,0,0,0,0,0
355,hoaks kodok biawak roket sekop ba t karbitan munafik 2019 ganti presiden 2019 presiden 2019te gelamkanjokowikesu aisiak,1,1,0,1,0,1,0,0,0,0,1,0
356,ribut komunis bla bla mu kin emoh baca baca niat agitasi nyera perintah pakai cari simpati,1,0,1,0,0,0,0,0,1,1,0,0
357,10 presiden jokowi harap skema kerja laku pemba unan pemba unan,0,0,0,0,0,0,0,0,0,0,0,0
358,pilih su biar pilih presiden dewan wakil rakyat calon presiden biar kayak kuci karu bi bikin mekanisme oke mi l calon presiden gubernur prestasi maju calon presiden han gubernur,0,0,0,0,0,0,0,0,0,0,0,0
359,vital inter bek kanan bi beda te hir era maicon ambrosio data an cancelo bagusn nhmmmm bera i kesimpulann geblek ausilio,1,1,1,0,0,0,0,0,1,1,0,0
360,aman agama munafik,1,1,1,0,1,0,0,0,0,1,0,0
361,43 contoh ban k tudi an duga korupsi susilo bambang yudhoyono doro kejak an usut himbau komisi berantas korupsi usut duga korupsi jokowi,1,0,1,0,0,0,0,0,1,1,0,0
362,cium bau bau pecun,0,1,0,0,0,0,0,0,0,0,0,0
363,henti konsumen wi ta haji rumah tipu produsen wi ta jiarah indonesia,1,0,0,1,1,0,0,0,0,0,1,0
364,buru nazi simon wiesenthal mega foto foto me gambar mantan kepala gestapo laki laki rauf buah van kamar gas berge dibuatn me eksekusi hudi,0,0,0,0,0,0,0,0,0,0,0,0
365,caci maki nista agama tern ta poligami umpet2 ogah,1,0,1,0,0,0,0,0,1,1,0,0
366,bubar negara republik indonesia harga mati,1,0,0,1,0,0,0,0,1,0,0,1
367,i at sih royson jokowi kacu gue mu kin ala fundamentaln rezim sepe i masuk debt trap komunis cina north sumatra offshore wajib 2019 ganti presiden,1,1,1,0,0,1,0,0,0,1,0,0
368,wkwk us pepet uji ah,0,1,0,0,0,0,0,0,0,0,0,0
369,gubernur jaman now anti hoaks sebar isu ti ganjar sinmena ganjar sin1 kamiganjar sin,0,0,0,0,0,0,0,0,0,0,0,0
370,azan televisi gil2 allah subhanahu wa taala du biadab henti acara catut nama tuhan,1,1,0,1,1,0,0,0,0,0,0,1
371,laku bani cebo,1,1,0,1,0,0,0,0,1,0,1,0
372,baju hudi top 4 bas ge jubah putih kopiah min k atar beja gut dahi belekok bak ahli syurga nih out of place mohon rajam,0,0,0,0,0,0,0,0,0,0,0,0
373,gue ge marah auto daftar hitam hidup ns ah gun daur ula,0,0,0,0,0,0,0,0,0,0,0,0
374,anjir ra a bekas silit,0,1,0,0,0,0,0,0,0,0,0,0
375,cebo pana awur,1,1,1,0,0,0,0,0,1,1,0,0
376,amin semoga be iga bi men ilkan sumba an medali sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
377,,0,0,0,0,0,0,0,0,0,0,0,0
378,gubernur zaman now gus ipul puti 2 ganjar sin1 djarot ar2 nanton2 koster ace 1 nurdin sudirman 3 karoli idot2 keanekaragaman buda suku agama sesi guhn keka an djarot hadap pese a ercabsu,0,0,0,0,0,0,0,0,0,0,0,0
379,an ban k membi ba menjadikann ajar hidup data,0,0,0,0,0,0,0,0,0,0,0,0
380,edan mena is liatn iya uji nasional kakak r gue banget,0,1,0,0,0,0,0,0,0,0,0,0
381,partai komunis indonesia alias ai korupsi indonesia digan,1,0,0,1,0,0,0,0,1,0,1,0
382,perempuan kakak mendi mati deh jelek gau sok make up a ist,1,1,1,0,0,0,1,0,0,1,0,0
383,jual gue kakak jablay,0,1,0,0,0,0,0,0,0,0,0,0
384,bijak tugas jajar kereta listrik doa penumpa doa xef suruh orang me e i sendirin me e i butuh ban k orang ba,0,1,0,0,0,0,0,0,0,0,0,0
385,kykn titit mbu pakai accessoris,0,1,0,0,0,0,0,0,0,0,0,0
386,mata gue sipit e aneh pi,0,0,0,0,0,0,0,0,0,0,0,0
387,i t banci gigih natural killer,0,1,0,0,0,0,0,0,0,0,0,0
388,waspada cina komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0
389,banci k an heeee,1,1,1,0,0,0,0,1,0,1,0,0
390,gembel gante dika ani mencintain asyik asyik hebat,0,1,0,0,0,0,0,0,0,0,0,0
391,deklarasi pilih kepala daerah 2018 aman anti hoaks toga jemirahan jabon,0,0,0,0,0,0,0,0,0,0,0,0
392,setiau agu datuk takiyuddin has hkan cuba pinda lembaga i sepe i presiden i,0,0,0,0,0,0,0,0,0,0,0,0
393,emak najis,0,1,0,0,0,0,0,0,0,0,0,0
394,stra e karl mark pentol komunis rusia,0,0,0,0,0,0,0,0,0,0,0,0
395,otak kakak bool deh mes makan silit jadin,0,1,0,0,0,0,0,0,0,0,0,0
396,ganti rezim kacu cebo tan,1,1,0,1,0,0,0,0,1,0,1,0
397,cina hak lara,1,0,0,1,0,1,0,0,0,0,1,0
398,hebat bicara cinta pega alquran pega an hidup alquran bicara cinta pera bunuh pe gal,1,0,0,1,1,0,0,0,0,0,1,0
399,jomlo jablay,0,1,0,0,0,0,0,0,0,0,0,0
400,perjaka jual sok sok an booki tante idiot anjir,1,1,1,0,0,0,1,1,0,1,0,0
401,rev 1 pilih ulama kafir munafik,1,1,1,0,1,0,0,0,0,1,0,0
402,ejaga keber an li ku an 2 melek kewajibann a l bua sih ah omo tugas keber ann,0,0,0,0,0,0,0,0,0,0,0,0
403,sejuk gila kantor kulit bua,0,0,0,0,0,0,0,0,0,0,0,0
404,ooo bia kena seimba nakal kuci anji aba dark side bright side chill sosial kalai pele kap haha k ba selamat maju terima kakak,0,0,0,0,0,0,0,0,0,0,0,0
405,perma lahan at han solusi 2019 ganti presiden berd signifikan kura me obat cegah kit be ambah parah,1,0,1,0,0,0,0,0,1,1,0,0
406,a kak buka handphone buka browser ketik buda palemba sila nikmat ajar den an gratis,0,0,0,0,0,0,0,0,0,0,0,0
407,gerombol onta bela umat mata kepenti a politik p tis tuan guru bajang demokratis mementi umat pikir modern lut tuan guru bajang,0,0,0,0,0,0,0,0,0,0,0,0
408,culun mendi k jess,1,1,1,0,0,0,0,0,1,1,0,0
409,go an jilboobs mantap nih hyper kontol mbil squi tonton live besok,0,1,0,0,0,0,0,0,0,0,0,0
410,islam indonesia islam nu ntara islam modifikasi rupa supa masuk deh an buda indonesia agam islam nu ntara islam toleran,0,0,0,0,0,0,0,0,0,0,0,0
411,presiden aspek indonesia mbak anti investasi asi ubah invasi asi wajib warga negara melawann,0,0,0,0,0,0,0,0,0,0,0,0
412,09 15 indonesia barat kepala unit bina masyarakat inspektur polisi mt hutasoit laksana mbak meny aikan pe n2 aman tertib masyarakat pilih gubernur pilih kepala daerah 2018 kar wan bank rakyat indonesia ranti muara damenra informasi transaksi elektronik kawan kawan deh hutanagoda camat muara kabupaten tap utara,0,0,0,0,0,0,0,0,0,0,0,0
413,kalimantan bia tuju batu bara keruk listrikn megap megap,0,0,0,0,0,0,0,0,0,0,0,0
414,fardu kifa h hukum wajib ajar islam pilih presiden data utu an ntri disoko ulama maju pimpin negeri,0,0,0,0,0,0,0,0,0,0,0,0
415,ha ba emak nih truk,1,1,1,0,0,0,0,0,1,1,0,0
416,nahdliyin setop pe hina hadap maruf amin,0,0,0,0,0,0,0,0,0,0,0,0
417,cebo k ret onta bersi gu an deh an laut,1,1,0,1,0,0,0,0,1,0,1,0
418,ri latih khususn iris hazel milikn mena kap siluet seora gadis gadis at asi ri temu gadis sebelumn radio tempatn ti gal kerja r,0,0,0,0,0,0,0,0,0,0,0,0
419,haha gila omo cak makan an ban k micin biar otak encer co omo awur muslim muslim silit tau babi,1,1,1,0,1,0,0,0,0,1,0,0
420,coba aca introspeksi keluarga pakai hijab komunis otak pakai prope iya orang,1,0,1,0,0,0,0,0,1,1,0,0
421,muhammad hi gris jalin kerja pe endalian ekstrem,0,0,0,0,0,0,0,0,0,0,0,0
422,a kena bom surga orang muka bumi masuk goku,0,0,0,0,0,0,0,0,0,0,0,0
423,bot nan ih liebe ih a in bot kakak ipad nyemplu jamban kuda xcc xcd xcc xcd,0,1,0,0,0,0,0,0,0,0,0,0
424,copot darmin nasution menteri ekonomi ekonomi bodoh turun beli jabat,1,1,1,0,0,0,0,0,1,1,0,0
425,bodoh anjir bodoh akak gue akak astagfirullah humor banget,0,1,0,0,0,0,0,0,0,0,0,0
426,mata picek cuk norak lihat prestasi jokowi uoblokkk tolol,1,1,1,0,0,0,1,0,0,1,0,0
427,hasil penja an ahok alumni 212 duku rizieq le serkan jokowi i lebaran,1,0,1,0,0,0,0,0,1,0,0,1
428,coba adik kot jin tera ulama udi rilis publik tenta akidah jin contoh jin a gap kafir peluk kristen hindu buddha pelua masuk surga kin fatwa udi jin adal,0,0,0,0,0,0,0,0,0,0,0,0
429,sepe i hujan lebat it ber deh an gelap gelita guruh a kilat sumbat jarin tel a mende ar suara petir ranah takut mati terle seda allah me,0,0,0,0,0,0,0,0,0,0,0,0
430,cerdas konseptual,0,0,0,0,0,0,0,0,0,0,0,0
431,nama yoon x94gi putus iri me erjap mata tera me antuk gigit bibirn ragu i in me gapai gelas minum wine diti gal,0,0,0,0,0,0,0,0,0,0,0,0
432,bismillah melayu ra tanah melayu nama deh ar kaji be r jajah tanah melayu thread ku serba tenta bani jawi,0,0,0,0,0,0,0,0,0,0,0,0
433,nak kawin nih kena simpan duit ilmu agama kena benda kena sena cerita,0,0,0,0,0,0,0,0,0,0,0,0
434,aduh lucu ba et adik kelas lapor katan ba field trip taman fari heran 1 nama teman ari keluargan bawa 1 sekolah tai ari,0,1,0,0,0,0,0,0,0,0,0,0
435,mainn anjing,0,1,0,0,0,0,0,0,0,0,0,0
436,hebat arif suku badui hutan jaga buda nafas hidup hidup jaga keseimba an alam,0,0,0,0,0,0,0,0,0,0,0,0
437,ilaah gilir ramai ebela idol mati sedih doa serbu gila gila rap maaf,0,1,0,0,0,0,0,0,0,0,0,0
438,ber bar doa ikhtiar mudah mudah bentar 2019 ganti presiden pakai sontek pakai a plo o,1,0,1,0,0,0,0,0,1,1,0,0
439,umat islam maksud front bela islam hati muslim nista islam baji an muslim onar pe ecut lari mesum islam islam gilir mesum islam onar islam,1,1,0,1,1,0,0,1,0,0,1,0
440,warga semara prihatin kontroversi puisi gus mus,0,0,0,0,0,0,0,0,0,0,0,0
441,cele ba acon su h banget xa,1,1,1,0,0,0,0,0,1,1,0,0
442,cari musuh r ana cebo k ret,1,1,1,0,0,0,0,0,1,1,0,0
443,tuju dewan wakil rakyat menteri jabat negara wajib dipoto 50 masuk presiden pegawai negeri sipil dipoto pegawai swasta dipoto,0,0,0,0,0,0,0,0,0,0,0,0
444,nih akun hasil bodoh kaum 212 bikin kaum kaumn biar jokowi anti islam wkwk,1,0,1,0,1,0,0,0,0,1,0,0
445,juara ibul junju an bani k ret 212,1,1,0,1,0,0,0,0,1,0,1,0
446,turun cina sipit,0,0,0,0,0,0,0,0,0,0,0,0
447,tan amin rais bikin kacau suruh reformasi pilih kepala daerah hasiln,1,0,1,0,0,0,0,0,1,1,0,0
448,fahri hamzah presiden komisi berantas korupsi bubar,1,0,0,1,0,0,0,0,1,0,0,1
449,takut banci,0,1,0,0,0,0,0,0,0,0,0,0
450,lindung masyarakat wila h tawa ri bulu lihat terima bekal pam pilih kepala daerah serentak,0,0,0,0,0,0,0,0,0,0,0,0
451,bolot,0,1,0,0,0,0,0,0,0,0,0,0
452,native speaker mother uage e lish komen jaga do ba,1,1,1,0,0,0,0,0,1,1,0,0
453,bia deh an pern taan era ba,0,1,0,0,0,0,0,0,0,0,0,0
454,mu kin salah tulis salah bu maksud mu kin cebo muda k an,1,1,1,0,0,0,0,0,1,1,0,0
455,nama absurd first impression bikin enak imaginen gante typi coba ngewe direct message enak ba et harap direct message tern ta e,0,0,0,0,0,0,0,0,0,0,0,0
456,admin presiden pm,0,0,0,0,0,0,0,0,0,0,0,0
457,stw sih araja suka kontol,0,1,0,0,0,0,0,0,0,0,0,0
458,kafir haram pimpin monyet,1,1,0,1,1,0,0,0,0,0,1,0
459,shio baekhyun monyet,0,0,0,0,0,0,0,0,0,0,0,0
460,ceruk ar ar ar butuh contoh asuransi pensiun tentara us orang pensiun tentara sekalin pensiun tentara asuransi alat butuh orang cacat orang cacat ta,0,0,0,0,0,0,0,0,0,0,0,0
461,emak k i staquf suku ras biar mudah paham nalar bahlul tan arab sembah bi sodor arab bani pro israel eh pura pura,1,1,1,0,0,0,0,0,1,1,0,0
462,elakuin do anis sih e bully rendah orang jahat licik bully rendah dunia mema kejam kawan,0,0,0,0,0,0,0,0,0,0,0,0
463,om mema om ajar agama buddha hindu seharusn coba ajar buka mulut,0,0,0,0,0,0,0,0,0,0,0,0
464,pe alam kerja time deh an cina best kerja deh an melayu haha,0,0,0,0,0,0,0,0,0,0,0,0
465,kuat jijik makan ku cepat bera kejar kejar kakak sih e na su wkwk,0,0,0,0,0,0,0,0,0,0,0,0
466,bubar dewan wakil rakyat bubar vekpk,1,0,0,1,0,0,0,0,1,0,0,1
467,hehe akhirn tern ta ar global batas lokal akhirn ase asi jujur,0,0,0,0,0,0,0,0,0,0,0,0
468,gue daipi us junedi,1,1,1,0,0,0,0,0,1,1,0,0
469,suciwati revolusi mental jokowi omo koso bual tuju komen,1,0,1,0,0,0,0,0,1,1,0,0
470,marah seora rupiah gila sipit hoshi suka tan matan sepele ah fisik nmu kin pakai definisi hoshi milik mata sipit deh,0,0,0,0,0,0,0,0,0,0,0,0
471,an an otak makelar jual aset negara mal aset negara pe amina jual isi tenaga kerja asing tio 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
472,akun siti fatimah komen lamann kes parah bejat malu semoga sehat bar sema at sua an,1,1,1,0,0,0,0,0,1,1,0,0
473,bawa putih kafir haram his hiks hiks,1,1,1,0,0,0,0,0,1,1,0,0
